厩,jiù,stable; barnyard,11
疽,jū,"ulcer, carbuncle, abscess",10
闰,rùn,"intercalary; extra, surplus",7
洄,huí,a back-water; an eddy a whirlpool,9
煊,xuān,warm,13
汐,xī,"night tides, evening ebb tide",6
藓,xiǎn,"moss, lichen",17
璜,huáng,a semicircular jade ornament used as a pendant,15
铬,gè,chromium,11
經,jīng,classic works; pass through,13
渥,wò,"moisten, soak; great, deep; dye; to enrich",12
靼,dá,tartars,14
酗,xù,"drunk, to become violent under the influence of alcohol",11
苓,líng,"fungus, tuber; licorice",8
噤,jìn,"close; be silent, be unable speak",16
咫,zhǐ,foot measure of Zhou dynasty,9
椿,chūn,father; a plant with white flowers,13
鲫,jì,"Carassius auratus, crucian carp",15
锭,dìng,"spindle, slab, cake, tablet",13
罔,wǎng,net; deceive; libel; negative,8
锺,zhōng,"cup, glass, goblet; surname",14
匍,pú,crawl; lie prostrate,9
祗,zhī,"respect, look up to, revere",9
锰,měng,manganese,13
岌,jí,"perilous, hazardous; high, steep",6
馀,yú,"surplus, excess, remainder",10
糯,nuò,"glutinous rice; glutinous, sticky",20
胫,jìng,shinbone; calf of leg,9
熠,yì,bright and sparkling,15
銮,luán,bells hung on horse; bells hung,14
沅,yuán,name of a river in western Hunan that flows into Dongting lake,7
棣,dì,"kerria japonica plant, cherry",12
旌,jīng,banner or flag adorned with feathers; to signal,11
豌,wān,peas,15
孢,bāo,spore,8
镭,léi,radium,18
驸,fù,extra horse; imperial son-in-law,8
腌,yān,"salt, pickle; be dirty",12
盹,dǔn,to doze; to nap; to nod,9
熵,shāng,entropy,15
镐,gǎo,stove; bright,15
馐,xiū,"food, meal; eat; offer",13
嘤,yīng,seek friends; also used in onomatopoetic expressions,14
癞,lài,"leprosy, scabies, mange; shoddy",18
骰,tóu,"die, dice",13
韭,jiǔ,"scallion, leek; radical 179",9
阖,hé,"close; whole, entire; all; leaf",13
瞑,míng,close eyes,15
裨,bì,"aid, benefit, help; supplement",13
宕,dàng,stone quarry; cave dwelling,8
戾,lì,"perverse, recalcitrant, rebellious",8
镌,juān,"engraving tool; carve, engrave",15
溟,míng,"drizzling rain; dark, obscure",13
牍,dú,"writing tablet; documents, books",12
隽,juàn,"superior, outstanding, talented",10
婊,biǎo,"whore, prostitute",11
鹄,gǔ,target,12
埂,gěng,ditches for irrigation; hole,10
拄,zhǔ,lean on; post; prod; ridicule,8
娲,wā,"a goddess, the mythological sister and successor to Fuxi",10
虬,qiú,young dragon,7
萱,xuān,"day-lily, hemerocallisflava",12
啵,bo,phonetic,11
蠡,lí,wood-boring insect; bore into wood,21
芋,yù,taro,6
胭,yān,"rouge, cosmetics",10
豺,chái,"wolf; cruel, wicked, mean",10
啻,chì,"only, merely; just like; stop at",12
褛,lǚ,"lapel, collar; tattered, threadbare",14
蛆,qū,maggots,11
柠,níng,lemon,9
掰,bāi,"(Cant.) to tear, to rip",12
篆,zhuàn,"seal script; seal, official stamp",15
倌,guān,"assistant in wine shop, groom",10
咛,níng,"enjoin, instruct; charge",8
蛭,zhì,leech,12
谡,sù,rise up; raise up,12
荨,xún,nettle,9
莞,guǎn,"smiling; a kind of aquatic herb, clubrush, Scirpus lacustris",10
澹,dàn,"calm, quiet, tranquil",16
纭,yún,"confused, in disorder; numerous",7
潞,lù,river in northern china,16
郅,zhì,to go up to. flourishing a superlative,8
弋,yì,"catch, arrest; shoot with bow",3
飕,sōu,sound of wind; blow chilly,13
螳,táng,mantis,17
胄,zhòu,"helmet, headpiece; descendant",9
蟑,zhāng,cockroach,17
猥,wěi,"vulgar, low, cheap; wanton; obscene",12
宓,mì,"quiet, silent; in good health",8
昙,tán,"become cloudy, overcast",8
锏,jiǎn,kind of rapier,12
蟠,pán,"coil; coiling, curling; occupy",18
過,guò,"pass, pass through, go across",11
柑,gān,"tangerine, loose-skinned orange",9
烯,xī,alkene,11
匐,fú,fall prostrate; crawl,11
濮,pú,county in Henan province,17
蟮,shàn,type of earthworm,18
祐,yòu,"divine intervention, protection",9
仄,zè,"slanting, oblique; oblique tones",4
偈,jì,brave; martial; hasty; scudding,11
蜃,shèn,marine monster which can change its shape; water spouts; clams,13
箴,zhēn,"needle, probe; admon",15
嗥,háo,"roar, call out, wail; bark, yelp",13
褴,lán,"ragged, tattered, threadbare",15
蕨,jué,"pteris aquilina, common bracken",15
蓟,jì,"circium, thistles; surname",13
圩,wéi,"dike, embankment",6
孪,luán,twins,9
杳,yǎo,"obscure, dark, mysterious, deep",8
魇,yǎn,"nightmare, bad dreams",15
荤,hūn,meat diet; strong smelling,9
诿,wěi,"pass buck, lay blame on others",10
簪,zān,"hairpin, clasp; wear in hair",18
氲,yūn,life giving influences of nature; spirit of harmony; prosperity,13
摞,luò,to pile up,14
飒,sà,the sound of the wind; bleak; melancholy,9
镂,lòu,"carve, inlay, engrave, tattoo",14
舀,yǎo,"dip, ladle; ladle",10
夙,sù,"early in morning, dawn; previous",6
臧,zāng,"good, right, generous; command",14
蒿,hāo,"mugwort, artemisia; give off",13
貂,diāo,"marten, sable, mink",12
蜥,xī,lizard,14
蹩,bié,to limp,18
钛,tài,titanium,9
钚,bù,plutonium,9
獾,huān,the badger,20
濂,lián,a waterfall; a river in Hunan,16
铠,kǎi,"armor, chain mail",11
皙,xī,white; kind of date,13
霭,ǎi,"cloudy sky, haze; calm, peaceful",19
鲈,lú,"sea perch, sea bass",13
叵,pǒ,"cannot, be unable do, improbable; thereupon",5
霾,mái,"misty, foggy; dust storm",22
泯,mǐn,"destroy, eliminate; perish",8
碴,chá,chipped edge of a container,14
鸵,tuó,ostrich,10
峪,yù,"valley, ravine",10
饕,tāo,"gluttonous, greedy, covetous",22
瘁,cuì,"feel tired, be weary, be worn out",13
睢,suī,"gaze at, stare at; uninhibited",13
鬃,zōng,mane; neck bristles,18
迩,ěr,"be near, be close; recently",8
纣,zhòu,name of an emperor; saddle part,6
夔,kuí,one-legged monster; walrus,21
垠,yín,"boundary, bank of stream or river",9
饨,tún,stuffed dumplings,7
榭,xiè,"kiosk, pavilion",14
隍,huáng,"dry ditch, dry moat",11
娑,suō,"dance, frolic; lounge; saunter",10
篝,gōu,bamboo basket; bamboo frame,16
榔,láng,betel-nut tree,12
洌,liè,clear,9
浜,bāng,"creek, stream; beach, sea coast",10
鲑,guī,salmon; spheroides vermicularis,14
谔,è,"honest speech, straightforward",11
汩,gǔ,run swiftly,7
浣,huàn,"to wash, to rinse",10
舐,shì,lick with tongue,10
瞭,liǎo,"bright, clear; clear-sighted",17
忻,xīn,"delightful, joyful, pleasant",7
咻,xiū,shout,9
鹑,chún,quail; Turnix species (various),13
唑,zuò,(chem.) azole,10
懋,mào,"splendid, grand, majestic",17
皎,jiǎo,"white; bright, brilliant; clear",11
诒,yí,"bequeath, pass on to future generations",7
麾,huī,"a pennant, flag, banner; to signal to",15
辏,còu,hubs of wheel; converge around,13
氐,dī,name of an ancient tribe,5
冽,liè,"cold and raw; pure, clear",8
箕,jī,"sieve; dust pan, garbage bag",14
俚,lǐ,"rustic, vulgar, unpolished; mean",9
汴,biàn,name of a river in Henan; Henan,7
宸,chén,imperial; imperial palace,10
芍,sháo,peony; water chestnuts,6
捱,ái,"put off, procrastinate; endure",11
摈,bìn,"exclude, expel, reject; usher",13
摺,zhé,"fold, bend; twisted, curved",14
簦,dēng,"large umbrella with a long handle, used for street stalls",18
箔,bó,reed screen; frame for growing silkworms,14
咝,sī,hiss; call to come; syllable,8
孀,shuāng,widow,20
怏,yàng,"discontented, dispirited, sad",8
谝,piǎn,"brag, boast; quibble",11
砧,zhēn,anvil; flat stone; exe,10
馕,náng,bread (persian naan),25
耄,mào,"elderly person; very old, senile",10
罂,yīng,long necked jar or bottle,14
漕,cáo,transport by water; canal transportation,14
沣,fēng,river in Shanxi province,7
栾,luán,name of tree; a part of cornice,10
烷,wán,alkane,11
榷,què,"footbridge; toll, levy; monopoly",14
俑,yǒng,wooden figure buried with dead,9
沱,tuó,"rivers, streams, waterways; flow",8
缜,zhěn,"detailed, fine; closely woven",13
鹫,jiù,"condor, vulture",17
蛳,sī,kind of snail with spiral shell,12
剽,piāo,"rob, plunder; slice off; fast",13
衢,qú,"highway; thoroughfare, intersection",24
泗,sì,mucous; nasal flow; sniffle; river in Shandong,8
臊,sāo,"rank; rancid; frowzy, fetid; bashful",17
瘴,zhàng,malaria pestilential vapors,16
酚,fēn,carbolic acid; phenol,11
纾,shū,"loosen, relax, relieve; extricate",7
晁,cháo,"morning, dawn; surname",10
孛,bèi,comet,7
炀,yáng,roast; scorch; melt; flame,7
憩,qì,"rest, take rest",16
掬,jū,to grasp or hold with both hands,11
椤,luó,tree,12
啮,niè,"bite, gnaw",11
畿,jī,imperial domain; area near capital,15
掸,dǎn,to dust; a duster,11
镣,liào,fetters,17
骁,xiāo,"excellent horse; brave, valiant",9
椽,chuán,"beams, rafters, supports",13
侗,dòng,"big; ignorant; rude, rustic",8
滦,luán,river and county in Hebei province,13
荩,jìn,a kind of weed; faithfulness,9
泓,hóng,"clear, deep pool of water",8
蚱,zhà,grasshopper; (edible) locust; cicada,11
癜,diàn,erythema,18
酯,zhǐ,ester,13
體,tǐ,"body; group, class, body, unit",22
癸,guǐ,10th heavenly stem,9
蚜,yá,"plant louse, aphids",10
扪,mén,"stoke, pat, feel by hand, grope",6
庑,wǔ,"corridor, hallway; luxuriant",7
歆,xīn,"like, admire; willingly, gladly; to quicken",13
蝮,fù,"venomous snake, viper",15
蹶,jué,"stumble, fall down; trample",19
弈,yì,Chinese chess,9
庋,guǐ,a cupboard or pantry to store,7
喟,kuì,"heave sigh, sigh",12
滂,pāng,torrential; voluminous,13
啕,táo,wail,11
蛎,lì,oyster,11
獭,tǎ,otter,16
槁,gǎo,"wither; withered, rotten, dead",14
翊,yì,"flying; assist, help; respect",11
龊,chuò,"narrow, small; dirty",15
莘,shēn,long; numerous; a marsh plant whose root is used for medicine,10
燮,xiè,"harmonize, blend; adjust",17
剁,duò,"chop by pounding, mince, hash",8
觐,jìn,have imperial audience,15
铛,dāng,frying pan; warming vessel,11
谗,chán,"slander, defame, misrepresent",11
镍,niè,nickel,15
臃,yōng,swell up; swelling; fat,17
墒,shāng,wet tilth,14
晔,yè,bright; radiant; thriving,10
燔,fán,to roast; to burn,16
嘭,pēng,"syllable; (Cant.) to chase, drive away",15
涿,zhuō,"drip, dribble, trickle",11
醯,xī,vinegar; pickle; acid,19
箩,luó,bamboo basket,14
鄱,pó,county and lake in Jiangxi,14
睨,nì,"look askance at, glare at; squint",13
诤,zhēng,to expostulate; to remonstrate,8
坳,ào,"a hollow in the ground, a cavity, depression; undulating, depressed",8
鹭,lù,"heron, egret; Ardea species (various)",18
砷,shēn,arsenic,10
唏,xī,weep or sob; grieve,10
伲,nì,we (Shanghai dialect),7
猬,wèi,"vulgar; wanton; low; many; varied; a hedgehog, porcupine",12
琥,hǔ,jewel in shape of tiger; amber,12
殁,mò,die; death; dead,8
蚩,chī,"worm; ignorant, rustic; laugh",10
泾,jīng,name of a river,8
缥,piāo,light blue silk; dim; misty,14
殓,liàn,dress corpse for burial,11
鳅,qiū,loach,17
氰,qíng,cyanogen; ethane dinitrile,12
诋,dǐ,"slander, comdemn, reproach",7
刍,chú,"mow, cut grass; hay, fodder",5
芷,zhǐ,"angelica, type of iris",7
嶙,lín,precipitous,15
逅,hòu,meet unexpectedly,9
舫,fǎng,"fancy boat, yacht",10
唰,shuā,"swish, rustle",11
茁,zhuó,"to sprout, flourish; sprouts appearing above-ground; vigorous",8
馑,jǐn,time of famine or crop failure,14
妫,guī,family name,7
骧,xiāng,gallop about with head uplifted,20
苷,gān,licorice,8
擢,zhuó,"pull up, draw up; select",17
峋,xún,ranges of hills stretching on beyond another irregular peaks,9
袂,mèi,sleeves,9
懑,mèn,"be sick at heart, sorrowful, sad",17
蓑,suō,"rain coat made of straw, coir, etc.",13
與,yǔ,"and; with; to; for; give, grant",13
涞,lái,river in Hebei province; creek,10
祉,zhǐ,"happiness, blessings, good luck",8
踹,chuài,"trample, tread on, kick; to crush",16
掇,duō,"collect, gather up, pick up",11
沏,qī,infuse,7
诳,kuáng,"deceive, lie, delude, cheat",9
噫,yī,belch; alas,16
饽,bō,ferrule,10
饪,rèn,cooked food; cook until well done,7
绺,liǔ,"skein; tuft, lock; wrinkle",11
谘,zī,"consult, confer; communicate in",11
飧,sūn,"evening meal, supper; cooked food",12
迳,jìng,"pass by, approach; direct",8
铡,zhá,sickle for cutting grass or hay,11
枞,cōng,fir tree,8
熨,yùn,"iron, press",15
鋈,wù,silver plating,15
荭,hóng,herb,9
赊,shē,"buy and sell on credit, distant",11
俦,chóu,"companion, mate, colleague",9
戛,jiá,lance; tap or strike lightly,11
湎,miǎn,"flushed with drink, drunk",12
幺,yāo,"one; tiny, small",3
凇,sōng,dewdrop; icicle,10
芪,qí,celery,7
觯,zhì,wine goblet made from horn,15
龌,wò,"narrow, small; dirty",17
挞,tà,"flog, whip; chastise",9
嬴,yíng,to win; to have a surplus; surname,16
苻,fú,kind of herb; type of grass,8
嘁,qī,to be grieved; ashamed; used to imitate sounds,14
鞯,jiān,saddle blanket,18
肽,tài,a chemical compound,8
恸,tòng,"sadness, grief; mourn; be moved",9
迨,dài,"until, when; seize, arrest",8
钰,yù,rare treasure,10
儆,jǐng,warn; warning,14
觎,yú,"desire strongly, covet, long for",13
讫,qì,"finish; conclude, stop; exhaust",5
滓,zǐ,"sediment, lees, dregs",13
僮,tóng,"page, boy servant",14
媾,gòu,marry; be on friendly terms with,13
龇,zī,to show the teeth; crooked teeth,14
胯,kuà,pelvis; groin; thighs,10
涮,shuàn,rinse; cook or boil in juice,11
绾,wǎn,"to string together, to bind up",11
杈,chā,fork of a tree; a pitchfork,7
赳,jiū,"grand, valiant",9
斛,hú,dry measure equal to some five or ten dou (,11
觥,gōng,a cup made of horn obstinate,13
疸,dǎn,jaundice; disorders of stomach,10
卞,biàn,"to be impatient, in a hurry; excitable",4
愠,yùn,angry,12
拮,jié,"laboring hard, occupied; pursue",9
庠,xiáng,village school; teach,9
烨,yè,"bright, glorious, splendid, flame",10
龢,hé,"in harmony; calm, peaceful",22
菠,bō,spinach and similar greens,11
窈,yǎo,"obscure, secluded; refined",10
罄,qìng,"exhaust, run out, use up; empty",17
囤,dùn,"grain basket, bin for grain",7
弁,biàn,conical cap worn during Zhou dynasty,5
奘,zàng,"large, powerful, stout, thick",10
咣,guāng,the sound of large door closing,9
缫,sāo,"draw, reel",14
腴,yú,"fat; fertile, rich; plump, soft",12
缈,miǎo,"indistinct, dim; minute; distant",12
喵,miāo,the mew of the cat,11
潢,huáng,"expanse of water, lake, pond",14
遛,liú,"take walk, stroll",13
柚,yòu,"pomelo, grapefruit",9
郏,jiá,county in Henan province; surname,8
荻,dí,"reed, Miscanthus saccariflorus",10
藜,lí,"Chenopodium album, pigweed",18
琨,kūn,"beautiful jade, precious stones",12
镳,biāo,"bit, bridle; ride",20
雉,zhì,pheasant; crenellated wall,13
橐,tuó,"a sack, a bag opening at both ends",16
骈,pián,"team of horses; associate, join",9
蛉,líng,"dragonfly, libellulidae",11
艮,gěn,seventh of eight diagrams,6
搽,chá,"smear; rub, wipe; anoint",12
濡,rú,"immerse, moisten; wet, damp",17
寮,liáo,"shanty, hut, shack",15
柩,jiù,coffin which contains corpse,9
佗,tuó,"other, he; surname; a load",7
啷,lāng,a clanging or rattling sound,11
诜,shēn,"inquire, question; numerous",8
視,shì,"look at, inspect, observe, see",11
偻,lóu,humpback; surname,11
夯,hāng,"heavy load, burden; lift up",5
闱,wéi,"gate, door; living quarters",7
谖,xuān,"forget; lie, cheat, deceive",11
夥,huǒ,companion; partner; assistant,14
枸,gǒu,kind of aspen found in Sichuan,9
膑,bìn,the kneecap,14
虻,méng,"horsefly, gadfly",9
筠,yún,bamboo skin; bamboo,13
埽,sào,"broom; to sweep, clear away",11
笞,chī,bamboo rod used for beatings,11
臾,yú,"moment, instant, short while",8
婀,ē,"be beautiful, be graceful",10
珞,luò,kind of necklace,10
粑,bā,tsamba (food in Tibet),10
怵,chù,"fear, be afraid; shy, timid",8
绻,quǎn,"affectionate, solicitous",11
殒,yǔn,"die, perish; vanish; fall",11
觊,jì,"covet, long for, desire",10
崂,láo,"Laoshan, mountain in Shandong",10
颧,quán,cheek bones,23
嗑,kē,eat seeds; reproach; loquacious,13
榛,zhēn,"hazelnut; thicket, underbrush",14
昱,yù,"bright light, sunlight; dazzling",9
蜴,yì,lizard,14
鳝,shàn,eel,20
噙,qín,hold in mouth; bite,15
淼,miǎo,a wide expanse of water,12
矾,fán,alum,8
硼,péng,"borax, boron",13
囿,yòu,"pen up; limit, constrain",9
泅,qiú,"swim, float, wade",8
邂,xiè,unexpected meeting; encounter by,16
钜,jù,"steel, iron; great",9
蠹,dù,moth; insects which eat into clot,24
垩,è,"holy, sacred, sage; simplification of ",9
乩,jī,to divine,6
嗝,gé,"cackling of fowls to gag, to vomit",13
淦,gàn,river in Jiangxi province; water leaking into a boat,11
樽,zūn,"goblet; jar, jug; lush",16
诮,qiào,"criticize, scold, blame, ridicule",9
揆,kuí,"prime minister; to guess, estimate",12
啐,cuì,"to taste, to sip; to spit; the sound of sipping; to surprise",11
淅,xī,water used wash rice; to wash ric,11
榉,jǔ,type of elm,13
馗,kuí,"cheekbone; path, road; intersection",11
辔,pèi,"bridle of horse, reins",13
暹,xiān,"rise; advance, go forward",15
骛,wù,"gallop; rush about; pursue, run",12
鱿,yóu,cuttlefish,12
苫,shān,rush or straw matting,8
犷,guǎng,"fierce, rude, uncivilized",6
獠,liáo,to hunt at night by torches,15
詈,lì,"scold, abuse verbally, curse",12
竦,sǒng,"revere, respect, be in awe of",12
篙,gāo,pole used punt boat,16
诨,hùn,"jokes, obsene jests; joke",8
铰,jiǎo,"hinge; shears, scissors",11
馄,hún,"dumpling soup, wonton",11
蜚,fēi,cockroach,14
峒,dòng,mountain in Gansu province,9
滢,yíng,"clear, pure water; lucid; glossy",13
琬,wǎn,the virtue of a gentleman; jade,12
靓,jìng,make up face; ornament; quiet,12
狻,suān,a fabulous beast,10
璨,càn,gems; luster of gems; lustrous,17
犟,jiàng,stubborn,16
鸬,lú,cormorant,10
螨,mǎn,insect,16
芩,qín,salt marsh plant,7
嘹,liáo,used describe clarity of voice; resonant,15
锟,kūn,ancient treasured sword,13
蜇,zhē,jellyfish,13
洹,huán,river in Henan province,9
栉,zhì,"comb; comb out; weed out, elimininate",9
俪,lì,"spouse, couple, pair",9
钍,tǔ,thorium,8
锨,xiān,shovel,13
瑁,mào,fine piece of jade,13
壹,yī,number one,12
痿,wěi,paralysis; impotence,13
竑,hóng,be vast and endless; broad,9
粕,pò,"lees, dregs, sediments left after distilling liquor",11
犄,jī,animal horns,12
瘙,sào,itch,14
饯,jiàn,"farewell party; see off, send off",8
抟,tuán,roll around with hand; model,7
衲,nà,"mend, sew, patch; line; quilt",9
踮,diǎn,tip toe,15
龅,bāo,teeth protrude,13
愎,bì,"obstinate, stubborn, headstrong",12
馥,fù,"fragrance, scent, aroma",18
梏,gù,"handcuffs, manacles, fetters",11
讣,fù,obituary; give notice of death,4
邝,kuàng,surname,5
趺,fū,sit cross-legged; back of the foo,11
鲟,xún,sturgeon,14
剜,wān,"cut, cut out, pick out, scoop out",10
绉,zhòu,"crepe, crape, wrinkles, creases",8
罅,xià,"crack, fissure, split",17
笥,sì,"a hamper, wicker basket",11
衩,chǎ,the open seam of a garment which allows freedom of movement,8
姣,jiāo,"beautiful, handsome, pretty",9
斫,zhuó,"cut, chop, lop off",9
鹗,è,"osprey, fishhawk",14
腎,shèn,"kidneys; testes, gizzard",12
爻,yáo,diagrams for divination,4
猕,mí,macacus monkey,11
晗,hán,pre-dawn,11
铩,shā,moult,11
窕,tiǎo,"slender; quiet and modest, charming",11
仨,sā,(coll.) three (cannot be followed by a measure word),5
搡,sǎng,to push over or push back,13
崴,wǎi,"high, lofty; precipitous",12
檄,xí,call arms; urgency,17
佞,nìng,flattery; glib,7
孑,jié,"remaining, left-over; lonely",3
璀,cuǐ,lustre of gems; glitter; shine,15
岷,mín,"min mountain, min river",8
舛,chuǎn,"oppose, deviate, be contrary to",6
邕,yōng,former or literary name for Nanning (in Guangxi),10
闿,kǎi,open; peaceful,9
铂,bó,platinum; thin sheet of metal,10
霁,jì,to clear up after rain; to cease be angry,14
犒,kào,entertain victorious soldiers,14
馏,liú,"distill, distillation",13
阈,yù,"threshold; separated, confined",11
麋,mí,elk; surname,17
麒,qí,legendary auspicious animal,19
苁,cōng,medicinal herb,7
摁,èn,to press with the hand,13
涔,cén,river in Shaanxi; murky torrent,10
宥,yòu,"forgive, pardon, indulge",9
妍,yán,"beautiful, handsome; seductive",7
铤,dìng,"ingots, bars of metal; hurry",11
锷,è,"high, lofty; edge of knife",14
恽,yùn,"devise, plan, deliberate; consult",9
麂,jǐ,species of deer,13
赝,yàn,false; counterfeit; bogus; sham,16
胛,jiǎ,"the shoulder, shoulder blade",9
哂,shěn,"smile, laugh at, sneer at; (Cant.) a final particle indicating doing something to the full extent possible",9
撷,xié,"pick up, gather up; hold in lap",15
呶,náo,talkative; clamour; hubbub,8
噘,juē,pouting,15
懔,lǐn,"be afraid of, to be in awe of",16
栎,lì,chestnut-leaved oak; oak,9
桎,zhì,"fetters, shackles, handcuffs",10
霰,sǎn,"hail, sleet",20
飨,xiǎng,host banquet; banquet,12
揄,yú,"lift, raise; praise; hang; flap",12
噔,dēng,syllable; (Cant.) for (a recipient of pity or sympathy),15
娣,dì,"younger sister, sister-in-law",10
忝,tiǎn,disgraced; ashamed; self-deprecating,8
咤,zhà,"scold, bellow, shout at, roar",9
嗵,tōng,used for sound,13
迤,yí,wind; walk out of straight path,8
贲,bēn,forge ahead; energetic; surname,9
胪,lú,arrange in order; display,9
鍪,móu,an iron pan; a metal cap,17
泸,lú,river in Jiangxi province,8
蔫,niān,"withered, faded, decayed; calm",14
刈,yì,"cut off, reap, mow; sickle",4
僖,xī,"joy, gladness, delight; surname",14
咿,yī,descriptive of creaking; laugh,9
鹌,ān,quail; Coturnix coturnix,13
嗪,qín,character used in translation,13
茏,lóng,tall grass; water-weeds,8
茯,fú,china root; medicinal fungus,9
岫,xiù,"mountain peak; cave, cavern",8
嵘,róng,"high, steep; lofty, towering",12
轱,gū,wheel; to turn; to revolve,9
怼,duì,"hate, abhor; hatred, resentment",9
铨,quán,"weigh, measure; select officials",11
昕,xīn,dawn; early morning; day,8
咩,miē,the bleating of sheep; (Cant.) an interrogative particle,9
馊,sōu,"spoiled, rotten, stale, rancid",12
髡,kūn,to shear tree; ancient punishment,13
澧,lǐ,river in northern Hunan province,16
苣,jù,kind of lettuce,7
濯,zhuó,"wash out, rinse; cleanse",17
盥,guàn,wash,16
砺,lì,whetstone; sharpen,10
佘,shé,surname,7
谶,chèn,"prophecy, hint, omen",19
楂,zhā,"a raft, to hew, to fell trees",13
翦,jiǎn,"scissors; cut, clip; annhilate",15
怩,ní,"shy, timid, bashful; look ashamed",8
霏,fēi,falling of snow and rain,16
楹,yíng,"column, pillar; numerary adjunct",13
讴,ōu,sing; songs,6
锲,qiè,"sickle; cut, carve, engrave",14
慵,yōng,"indolent, easy-going, lazy",14
胝,zhī,"callous, corn",9
砭,biān,stone probe; pierce; counsel,9
潍,wéi,county in Shandong province,14
杵,chǔ,pestle; baton used beat clothes,8
樾,yuè,the shade of trees,16
碣,jié,stone tablet,14
诌,zhōu,"play with words, quip; talk nonse",7
徕,lái,"induce, encourage to come",10
胴,dòng,the large intestine; the body,10
钴,gǔ,cobalt; household iron,10
裟,shā,a cassock or robe of a monk,13
啶,dìng,phonetic used in pyridine and pyrimidine,11
铣,xǐ,mill,11
铱,yī,iridium,11
楫,jí,"oar, paddle",13
赭,zhě,reddish brown; hematite; ochre,15
碛,qì,sand and gravel,13
酊,dīng,"drunk, intoxicated",9
魑,chī,a mountain demon resembling a tiger,19
醛,quán,aldehyde,16
剐,guǎ,"cut, cut flesh from bones",9
畦,qí,sections in vegetable farm,11
陂,bēi,"dam, embankment; reservoir",7
闶,kāng,door,7
阄,jiū,lots (to be drawn); draw lots,10
祚,zuò,"throne; bless; blessing, happiness",9
鹘,gǔ,a kind of pigeon; treron permagna,14
泱,yāng,"great, expansive; agitated",8
趄,jū,"weak, lame",12
骅,huá,an excellent horse,9
陲,chuí,"frontier, border",10
郧,yún,county in Hubei province,9
倜,tì,raise high; unrestrained,10
呤,lìng,purine,8
燧,suì,"flintstone; beacon, signal fire; torch",16
铉,xuàn,device for carrying a tripod,10
粲,càn,"polish; bright, radiant; smiling",13
骶,dǐ,coccyx,14
峁,mǎo,yellow dirt mount,8
忸,niǔ,"blush, be bashful, be ashamed",7
渌,lù,strain,11
骞,qiān,"raise, hold high; fly, soar",13
髭,zī,mustache,16
戡,kān,"subjugate, subdue, quell; kill",13
钨,wū,"tungsten, wolfram",9
谲,jué,"cunning, crafty, sly, wily",14
苋,xiàn,amaranth,7
锃,zèng,polish,12
蜊,lí,clam,13
幄,wò,tent; mosquito net,12
闼,tà,door; gate,9
戕,qiāng,"kill, slay; wound, injure, hurt",8
骊,lí,a pure black horse; a pair of horses,10
虢,guó,name of ancient feudal State in Shenxi and Hunan,15
烩,huì,"ragout, cook, braise",10
傥,tǎng,"if, supposing, in case",12
妲,dá,concubine of last ruler of the Shang dynasty,8
绌,chù,"sew, stitch; insufficient",8
桠,yā,the forking branch of a tree,10
袈,jiā,Buddhist cassock,11
鎗,qiāng,"rifle, small arms, hand gun",18
薮,sǒu,"marsh, swamp; wild country",16
揿,qìn,press,12
杲,gǎo,bright sun; brilliant; high,8
肓,huāng,region between heart and diaphragm,7
厝,cuò,cut or engrave; a grave or tombstone,10
莅,lì,"attend, be present; arrive at",10
氤,yīn,"hanging fog, misty",10
缙,jìn,red silk,13
衮,gǔn,ceremonial dress worn by the emperor,10
诟,gòu,"abuse, scold, berate, insult",8
旖,yǐ,romantic; tender; charming,14
硒,xī,selenium,11
唁,yàn,express condolence,10
嬗,shàn,succession to the throne,16
硎,xíng,whetstone,11
裱,biǎo,to mount maps or scrolls to paste,13
颦,pín,"frown, knit brows; with knitted",21
質,zhì,"matter, material, substance",15
靥,yè,dimples,15
纥,gē,"inferior silk; tassel, fringe",6
煨,wēi,"to stew, simmer",13
礴,bó,"fill, extend",21
鏖,áo,"to fight to the end, engage in a fierce battle",19
蝈,guō,small green frog; cicada,14
笏,hù,tablet held by someone having authority,10
羿,yì,legendary archer,9
鼐,nài,incense tripod,14
湟,huáng,river in qinghai province,12
甑,zèng,"boiler for steaming rice, pot",16
炜,wěi,brilliant red; glowing,8
煲,bāo,to heat; to boil a saucepan,13
笕,jiǎn,bamboo water pipe,10
喑,yīn,to be dumb; the sobbing of infants,12
嶂,zhàng,cliff; mountain barrier,14
浔,xún,steep bank by stream; jiujiang,9
弭,mǐ,"stop, desist, end, quell",9
妪,yù,"old woman, hag",7
锂,lǐ,lithium,12
苡,yǐ,barley,7
孳,zī,breed in large numbers,12
颏,kē,chin,12
醴,lǐ,sweet wine; sweet spring,20
間,jiān,"interval, space; place, between",12
渚,zhǔ,"small sand bank, islet",11
轭,è,"yoke, collar",8
鹬,yù,"snipe, kingfisher",17
蚝,háo,hairy and poisonous caterpillars,10
黃,huáng,yellow; surname,12
膘,biāo,fat; rump,15
邛,qióng,in distress; a mound,5
痨,láo,consumption; tuberculosis,12
褡,dā,"girdle; loincloth; pouch, bag",14
耦,ǒu,plow side by side; team of two,15
覃,tán,"reach to, spread to; extensive",12
虛,xū,"false, worthless; empty, hollow",12
馔,zhuàn,"to feed, support, provide for; food",15
篾,miè,bamboo splints or slats,17
兖,yǎn,establish; one of nine empire divisions,8
阋,xì,"feud, fight, quarrel",11
